Country,Year,Food Category,Total Waste (Tons),Economic Loss (Million $),Avg Waste per Capita (Kg),Population (Million),Household Waste (%),Cluster
Australia,2024,Bakery Items,17941.25,14499.25,165.11,492.54,32.91,0
Japan,2022,Meat & Seafood,48372.88,48305.0,177.17,1289.27,35.56,1
USA,2024,Dairy Products,9666.4,9795.89,192.07,300.96,62.59,0
China,2021,Prepared Food,10461.91,12442.68,39.16,874.9,33.03,0
Mexico,2022,Prepared Food,24836.07,23121.8,68.62,1310.94,50.31,0
Brazil,2019,Prepared Food,13807.04,11632.83,23.49,654.05,54.44,0
Brazil,2022,Prepared Food,49395.14,40327.45,100.35,1122.91,41.63,1
India,2018,Beverages,20942.04,18650.07,124.24,128.07,48.63,0
UK,2019,Meat & Seafood,10367.07,11883.66,128.73,462.9,53.3,0
Germany,2023,Dairy Products,39760.39,38052.74,70.24,841.5,41.85,1
Germany,2024,Prepared Food,47659.16,56031.37,89.22,1024.82,62.61,1
Saudi Arabia,2022,Beverages,14009.07,12256.59,145.34,1284.28,50.62,0
Saudi Arabia,2019,Meat & Seafood,43154.38,37000.11,175.09,1097.35,30.54,1
Indonesia,2023,Grains & Cereals,21517.15,25165.97,61.64,511.25,30.58,0
Australia,2019,Dairy Products,15479.16,16007.31,34.64,221.5,31.2,0
France,2018,Dairy Products,7634.799999999999,6920.5999999999985,152.62,819.72,69.38,0
France,2018,Beverages,3715.380000000001,4207.470000000001,146.4,1024.27,65.04,0
Canada,2022,Grains & Cereals,44914.43,37679.79,167.65,907.89,59.33,1
Turkey,2023,Bakery Items,48952.68,45037.44,127.04,485.67,62.91,1
Argentina,2023,Grains & Cereals,18528.17,15310.1,39.67,585.84,33.51,0
USA,2021,Grains & Cereals,6924.700000000001,6480.119999999999,81.49,812.17,57.4,0
Indonesia,2018,Bakery Items,16533.0,13724.03,79.02,1017.5,54.83,0
Indonesia,2023,Dairy Products,42686.47,35909.27,131.08,932.12,39.68,1
Canada,2018,Meat & Seafood,12735.64,14984.8,119.17,970.84,54.49,0
Australia,2019,Dairy Products,46106.35,45513.19,80.87,231.28,33.14,1
Japan,2024,Dairy Products,35892.2,36287.72,154.65,183.52,30.62,1
Russia,2023,Fruits & Vegetables,6482.290000000001,6869.84,30.16,291.71,54.49,0
China,2020,Dairy Products,21627.6,24587.61,118.9,1069.58,58.52,0
Italy,2023,Beverages,20092.05,18645.74,24.02,317.2,64.09,0
Australia,2022,Dairy Products,48373.39,50449.34,58.89,1328.37,33.97,1
Mexico,2024,Grains & Cereals,17324.62,20112.65,140.0,243.99,31.13,0
South Africa,2019,Beverages,28539.63,27498.23,113.87,572.35,58.52,1
Japan,2019,Dairy Products,20167.01,18982.01,61.78,651.99,63.3,0
Mexico,2022,Beverages,16309.24,13445.9,54.53,286.48,56.3,0
Germany,2019,Prepared Food,39516.23,43657.2,83.82,241.94,42.42,1
Brazil,2023,Bakery Items,6367.239999999998,5602.060000000001,136.13,857.6,58.67,0
Spain,2020,Dairy Products,17786.74,19470.9,128.44,957.51,45.88,0
Mexico,2023,Meat & Seafood,26861.08,23432.21,107.89,853.88,55.24,0
China,2020,Prepared Food,3236.7700000000004,3128.029999999999,28.91,846.7,50.11,0
China,2020,Beverages,46073.0,42721.58,142.01,582.05,55.67,1
South Korea,2018,Fruits & Vegetables,24411.49,22266.81,188.9,715.16,55.23,0
France,2024,Dairy Products,11016.36,10330.11,199.71,1212.3,57.56,0
Turkey,2018,Frozen Food,18824.66,16221.22,121.56,1190.79,51.6,0
UK,2024,Grains & Cereals,30251.98,30485.18,155.22,673.12,33.25,1
Japan,2021,Grains & Cereals,28188.81,25430.05,158.6,334.9,53.62,1
India,2018,Beverages,28017.92,33552.64,132.71,226.82,56.25,1
Canada,2022,Meat & Seafood,47128.3,42676.68,74.29,783.58,32.16,1
China,2023,Dairy Products,29274.27,32530.11,131.41,472.82,52.1,1
Argentina,2021,Bakery Items,10846.69,11717.08,197.88,122.85,37.11,0
Spain,2023,Grains & Cereals,20059.23,20402.65,86.38,691.1,48.02,0
Brazil,2018,Bakery Items,23891.65,20701.81,99.24,1111.73,58.82,0
Indonesia,2022,Meat & Seafood,15955.86,15880.58,41.11,1178.63,62.6,0
Argentina,2022,Frozen Food,44822.55,49895.35,197.44,147.11,58.43,1
Turkey,2019,Prepared Food,4850.299999999999,4607.66,39.08,1303.56,59.11,0
Canada,2020,Beverages,12696.71,11643.15,112.93,1114.59,64.18,0
Canada,2024,Bakery Items,44657.28,35786.01,61.37,532.43,67.86,1
Germany,2018,Prepared Food,33073.05,27678.55,26.72,442.73,38.23,1
Russia,2024,Fruits & Vegetables,6638.889999999999,7472.43,190.81,859.16,46.5,0
Turkey,2019,Prepared Food,29636.36,24638.24,102.09,576.06,45.68,1
China,2022,Beverages,3118.619999999999,2909.3899999999994,53.67,718.13,69.49,0
France,2019,Fruits & Vegetables,22247.62,20257.28,174.26,816.6,49.44,0
India,2024,Frozen Food,21206.07,22699.83,122.95,828.48,66.38,0
Australia,2019,Beverages,1160.2700000000004,1158.3400000000001,162.82,862.09,31.66,0
Mexico,2018,Beverages,20437.01,18175.82,141.35,1218.82,48.58,0
India,2023,Prepared Food,26977.56,24530.02,193.92,341.15,68.48,1
USA,2022,Prepared Food,25659.44,27457.72,59.04,560.91,58.83,1
South Korea,2022,Meat & Seafood,30588.9,31101.57,21.56,964.88,57.23,1
USA,2022,Dairy Products,42054.56,40586.17,164.65,677.49,53.46,1
India,2019,Fruits & Vegetables,20333.88,19202.66,29.37,694.96,67.92,0
Brazil,2018,Prepared Food,3695.7999999999993,3320.6800000000003,167.39,385.12,44.05,0
South Korea,2024,Fruits & Vegetables,5443.200000000001,6472.66,91.07,781.44,61.41,0
Mexico,2024,Frozen Food,27555.01,32211.96,198.85,879.18,58.24,1
France,2023,Dairy Products,17163.86,15214.37,93.25,795.91,37.65,0
Mexico,2018,Frozen Food,20127.91,23658.57,23.63,1318.56,33.81,0
South Korea,2019,Prepared Food,33616.77,37461.32,96.66,793.41,67.61,1
Spain,2021,Grains & Cereals,24828.02,28575.73,127.59,84.87,54.24,1
China,2018,Fruits & Vegetables,39189.88,31790.93,130.79,81.49,55.08,1
Australia,2019,Frozen Food,18656.62,18849.19,124.85,851.83,33.19,0
Argentina,2020,Prepared Food,41121.47,43606.7,79.56,644.19,49.93,1
Australia,2023,Dairy Products,37510.62,39567.06,163.64,483.55,62.31,1
China,2018,Meat & Seafood,12159.07,10518.83,82.6,660.32,61.64,0
USA,2024,Grains & Cereals,34569.48,40686.83,139.98,1130.72,51.8,1
Germany,2020,Dairy Products,30427.46,33884.0,54.92,515.99,53.03,1
Italy,2023,Bakery Items,4743.07,4114.130000000001,114.16,344.64,57.84,0
Brazil,2021,Prepared Food,43200.15,41602.23,156.1,73.26,60.36,1
Germany,2020,Grains & Cereals,15846.89,15977.17,29.66,14.29,68.66,0
China,2021,Prepared Food,31604.43,26619.06,94.24,1041.21,58.07,1
Turkey,2021,Beverages,16371.07,14569.73,47.48,750.16,34.54,0
Mexico,2024,Meat & Seafood,46119.45,49919.74,167.45,74.18,67.86,1
India,2018,Dairy Products,45091.91,49126.26,25.51,1153.08,67.08,1
Indonesia,2024,Fruits & Vegetables,19489.91,16282.94,74.42,741.77,64.61,0
UK,2022,Fruits & Vegetables,23277.06,22356.43,46.29,629.91,32.05,0
China,2020,Prepared Food,24031.22,23043.58,126.36,266.97,37.82,0
Germany,2020,Beverages,5422.739999999998,5240.919999999998,162.21,961.64,55.72,0
Mexico,2018,Bakery Items,21948.76,21902.54,30.5,31.37,46.71,0
UK,2020,Grains & Cereals,1081.2799999999988,1229.6899999999987,61.13,223.81,63.93,0
UK,2022,Prepared Food,14430.76,16888.06,144.34,963.08,44.8,0
Spain,2021,Prepared Food,44576.73,43740.2,197.32,901.66,32.37,1
Japan,2021,Frozen Food,46520.88,39478.68,151.88,999.48,35.13,1
UK,2022,Prepared Food,31463.73,28077.99,132.09,726.58,55.88,1
Japan,2021,Frozen Food,3453.369999999999,3784.4399999999987,192.15,1086.88,44.02,0
China,2022,Meat & Seafood,26277.31,30674.72,20.75,656.63,43.06,1
India,2018,Dairy Products,41442.17,49120.49,143.82,88.96,41.44,1
India,2018,Bakery Items,7407.110000000001,8434.11,65.06,946.68,39.03,0
Saudi Arabia,2021,Prepared Food,7622.580000000002,6157.830000000002,134.33,432.37,46.42,0
Saudi Arabia,2022,Beverages,30652.52,26069.74,76.6,112.13,65.33,1
Argentina,2020,Meat & Seafood,36153.21,36870.87,176.39,1120.59,60.62,1
India,2023,Fruits & Vegetables,11603.07,11644.19,26.14,140.02,45.24,0
Canada,2019,Meat & Seafood,33343.15,26737.93,167.41,795.46,66.43,1
Indonesia,2023,Bakery Items,11475.82,12885.65,136.27,20.81,38.52,0
Canada,2024,Grains & Cereals,10072.96,9513.04,181.16,27.82,43.75,0
Spain,2024,Prepared Food,34364.95,32364.26,80.99,117.11,68.44,1
Japan,2019,Beverages,14796.52,16707.61,92.42,703.18,54.66,0
South Africa,2020,Bakery Items,23360.75,22195.26,180.18,362.85,40.46,0
China,2022,Meat & Seafood,1011.6800000000003,919.9399999999987,37.25,956.73,45.72,0
Indonesia,2018,Beverages,27660.96,27545.69,74.29,471.86,50.38,1
China,2020,Meat & Seafood,37063.7,38958.87,65.78,970.37,57.16,1
Argentina,2024,Grains & Cereals,9529.030000000002,7712.48,29.71,205.53,52.34,0
India,2023,Prepared Food,37980.82,40452.6,28.37,1076.39,57.82,1
Germany,2021,Prepared Food,16122.55,16004.94,99.02,974.12,38.33,0
Germany,2019,Bakery Items,20978.66,21563.28,44.01,384.7,57.49,0
USA,2023,Beverages,22494.61,22123.44,110.24,907.33,33.97,0
France,2023,Grains & Cereals,21227.75,17377.69,20.51,538.56,31.0,0
UK,2021,Prepared Food,39111.74,39806.89,51.92,863.99,40.69,1
Russia,2020,Meat & Seafood,16164.38,17607.22,151.09,920.06,32.38,0
Mexico,2023,Beverages,15736.94,18485.23,42.93,675.35,35.19,0
Argentina,2019,Beverages,43821.86,39412.04,46.19,425.07,63.12,1
South Korea,2022,Beverages,37480.14,30030.39,167.72,498.14,47.75,1
China,2019,Fruits & Vegetables,3823.8499999999985,4044.239999999998,86.78,1173.69,43.82,0
South Africa,2022,Fruits & Vegetables,21318.41,25152.62,179.31,1114.25,30.27,0
South Korea,2021,Fruits & Vegetables,42859.72,50711.06,127.01,24.58,57.57,1
Spain,2018,Prepared Food,43304.58,41725.59,85.0,1108.78,48.8,1
Mexico,2020,Bakery Items,28093.54,27792.33,109.11,1386.45,53.14,1
Canada,2018,Beverages,26293.2,25146.6,105.94,1373.66,31.16,1
Indonesia,2020,Beverages,21236.93,23525.6,124.11,666.37,63.05,0
Italy,2023,Frozen Food,7047.630000000001,7770.09,192.1,1066.28,38.35,0
Argentina,2019,Bakery Items,26444.57,21751.45,122.56,831.79,32.04,0
Argentina,2021,Prepared Food,38866.8,41263.43,24.9,644.33,52.54,1
South Africa,2020,Frozen Food,49872.89,52126.46,149.75,970.59,34.47,1
Brazil,2022,Bakery Items,574.7799999999988,680.2999999999993,75.4,1104.87,54.17,0
Italy,2022,Prepared Food,6744.989999999998,6123.360000000001,28.23,1308.31,36.85,0
Russia,2023,Beverages,25544.81,20534.78,83.1,254.13,61.58,0
China,2023,Meat & Seafood,31227.83,27531.76,175.43,426.57,30.56,1
Italy,2021,Fruits & Vegetables,30956.74,31992.48,137.76,776.66,37.98,1
South Africa,2023,Bakery Items,34812.38,40287.24,113.55,948.77,43.02,1
South Africa,2024,Dairy Products,6165.279999999999,6649.18,59.55,587.31,52.46,0
UK,2023,Prepared Food,7564.959999999999,8080.02,84.93,622.85,49.72,0
Italy,2021,Fruits & Vegetables,39467.81,44238.51,160.81,1064.83,49.61,1
Germany,2021,Dairy Products,2575.0800000000017,2948.0699999999997,144.92,761.84,51.87,0
France,2018,Meat & Seafood,29641.32,30420.81,178.31,153.55,60.79,1
Spain,2024,Meat & Seafood,44974.08,51881.79,35.98,309.36,58.07,1
Canada,2019,Dairy Products,49647.16,56893.55,144.88,884.84,57.73,1
UK,2024,Grains & Cereals,19391.4,22473.12,145.34,954.1,49.5,0
Australia,2024,Fruits & Vegetables,22251.13,22714.85,64.89,1289.83,31.34,0
Australia,2021,Frozen Food,7127.970000000001,6705.080000000002,20.71,697.57,48.44,0
India,2023,Frozen Food,2719.91,2582.010000000002,27.85,361.98,44.08,0
USA,2024,Frozen Food,43993.85,51377.53,93.19,827.64,66.88,1
Spain,2019,Prepared Food,20260.04,18393.6,116.36,1054.0,51.2,0
Russia,2024,Frozen Food,36252.86,40806.0,124.33,948.36,54.8,1
Germany,2022,Grains & Cereals,29993.64,26143.71,170.9,1395.33,30.97,1
Canada,2023,Meat & Seafood,35565.43,32461.74,165.87,286.81,65.95,1
Indonesia,2021,Fruits & Vegetables,22829.41,24110.26,40.64,900.54,44.89,0
Saudi Arabia,2024,Meat & Seafood,42109.96,38051.03,121.87,153.07,65.54,1
South Africa,2019,Grains & Cereals,22940.7,26488.41,25.23,74.82,56.54,0
South Africa,2021,Bakery Items,47715.07,47347.02,29.42,689.62,56.88,1
Germany,2018,Beverages,11103.8,10173.77,70.21,490.84,69.14,0
USA,2018,Dairy Products,1114.5400000000009,1314.0299999999988,109.34,68.91,51.64,0
South Korea,2021,Dairy Products,5460.860000000001,5639.52,53.64,187.44,67.54,0
Saudi Arabia,2018,Bakery Items,35406.82,38643.84,104.87,154.73,39.23,1
Brazil,2024,Dairy Products,36311.05,37535.07,153.46,255.12,53.38,1
France,2018,Beverages,47669.1,41733.57,64.36,477.47,65.51,1
China,2018,Bakery Items,10004.35,11998.56,118.36,1362.29,48.17,0
China,2019,Meat & Seafood,10809.829999999998,9014.74,34.66,121.14,69.28,0
Russia,2019,Frozen Food,4275.459999999999,4274.48,137.01,96.67,53.0,0
India,2022,Dairy Products,1993.0999999999985,1653.4599999999991,149.71,1042.48,49.14,0
Italy,2023,Frozen Food,37300.19,34241.74,117.96,1162.68,57.89,1
France,2022,Prepared Food,5117.989999999998,4340.830000000002,148.17,860.14,49.71,0
South Africa,2019,Dairy Products,12616.07,13450.5,123.63,410.18,42.13,0
USA,2022,Frozen Food,22874.2,19013.91,128.93,952.95,56.07,0
USA,2024,Frozen Food,34920.22,41297.31,119.51,166.78,34.07,1
France,2018,Beverages,6088.3499999999985,6794.919999999998,101.67,1149.02,54.07,0
Australia,2023,Dairy Products,20112.72,23111.23,182.53,397.74,46.93,0
Saudi Arabia,2024,Beverages,7001.669999999998,6253.549999999999,115.35,506.46,52.79,0
China,2022,Beverages,25815.31,29076.17,192.98,173.91,34.65,1
Argentina,2024,Prepared Food,9741.44,10923.48,120.83,1136.78,51.6,0
Spain,2021,Frozen Food,41721.49,41115.12,24.6,567.16,44.66,1
South Africa,2021,Beverages,49192.28,59029.87,28.54,1290.93,41.14,1
Indonesia,2021,Dairy Products,46625.67,48880.59,121.33,914.66,64.54,1
India,2020,Prepared Food,8909.190000000002,8804.129999999997,159.94,1036.76,48.9,0
Japan,2018,Meat & Seafood,16809.82,18628.91,20.83,1337.61,36.52,0
France,2023,Dairy Products,40463.95,38574.46,197.39,725.6,58.54,1
India,2020,Meat & Seafood,11109.1,12458.95,71.05,1050.53,36.53,0
Turkey,2019,Bakery Items,3050.4399999999987,3309.9000000000015,27.19,749.25,53.23,0
France,2019,Dairy Products,40180.37,36904.96,144.18,1353.6,40.52,1
China,2021,Frozen Food,39804.76,38327.61,122.11,730.23,50.77,1
UK,2018,Prepared Food,12236.96,11797.57,169.76,257.61,47.53,0
Saudi Arabia,2023,Dairy Products,39089.47,43319.68,146.0,1208.04,54.47,1
Brazil,2019,Grains & Cereals,6050.529999999999,5040.950000000001,124.6,1083.62,60.17,0
South Africa,2023,Beverages,16404.78,16488.93,144.96,1258.65,48.67,0
Australia,2018,Bakery Items,1098.7900000000009,1258.130000000001,113.71,51.71,62.91,0
Saudi Arabia,2019,Dairy Products,13413.85,16060.04,153.19,1365.68,43.03,0
UK,2023,Beverages,18477.47,16169.26,189.68,116.27,62.14,0
Argentina,2024,Prepared Food,23781.08,20518.47,95.72,220.58,62.52,0
Saudi Arabia,2021,Grains & Cereals,24407.25,23085.93,27.03,965.22,36.24,0
Spain,2018,Meat & Seafood,10143.42,8282.510000000002,122.22,835.71,46.78,0
Italy,2023,Prepared Food,42517.89,45806.9,40.38,1119.79,39.87,1
Italy,2021,Grains & Cereals,24957.79,23552.71,44.93,734.5,33.77,0
UK,2022,Fruits & Vegetables,37787.32,41231.55,83.06,222.81,50.4,1
Germany,2018,Beverages,15418.31,14446.9,85.5,17.79,31.57,0
Canada,2023,Dairy Products,23820.09,22406.26,123.31,1363.28,56.33,0
Turkey,2023,Dairy Products,38824.25,31165.16,89.32,1155.79,67.7,1
Brazil,2023,Dairy Products,38384.3,41110.12,155.28,301.83,42.32,1
Brazil,2020,Meat & Seafood,44864.56,46271.11,46.66,762.99,35.98,1
Italy,2023,Fruits & Vegetables,26493.15,24338.43,68.05,893.81,69.94,1
Spain,2023,Grains & Cereals,22081.35,21954.34,64.9,417.68,57.16,0
Japan,2022,Meat & Seafood,5754.959999999999,5176.169999999998,138.03,876.07,47.77,0
Saudi Arabia,2024,Dairy Products,48061.2,40348.26,102.55,148.08,67.86,1
India,2019,Dairy Products,22082.54,26283.89,146.74,1093.49,46.21,0
South Africa,2024,Fruits & Vegetables,14884.47,16805.56,33.18,427.48,61.0,0
Indonesia,2023,Dairy Products,6932.169999999998,5755.959999999999,98.51,862.35,45.62,0
Spain,2018,Frozen Food,41164.11,44860.98,118.7,1045.49,59.02,1
Argentina,2022,Frozen Food,13640.73,12172.06,193.59,879.77,57.32,0
South Africa,2021,Fruits & Vegetables,21081.25,21851.24,52.68,492.72,32.83,0
USA,2022,Frozen Food,43266.7,45722.33,56.36,1289.02,32.05,1
Brazil,2020,Beverages,44297.88,49936.7,57.61,828.54,69.5,1
Germany,2021,Bakery Items,16844.8,14205.02,104.13,726.49,36.15,0
Australia,2022,Grains & Cereals,23374.75,20755.29,88.6,1282.72,68.07,0
Germany,2024,Meat & Seafood,15446.96,14357.89,184.54,807.79,55.9,0
Canada,2023,Bakery Items,38768.71,42416.9,164.11,228.2,50.76,1
UK,2023,Beverages,8414.8,9984.14,158.88,25.39,57.91,0
USA,2023,Beverages,44969.56,48115.31,178.15,330.28,37.99,1
USA,2019,Meat & Seafood,42832.47,39205.91,172.02,1292.03,45.79,1
UK,2020,Dairy Products,15700.61,18354.83,145.93,1318.08,53.6,0
Turkey,2018,Bakery Items,19268.21,17241.57,47.39,755.37,49.51,0
Germany,2018,Meat & Seafood,25412.81,24517.81,53.13,905.82,63.74,0
Australia,2023,Frozen Food,24491.1,28821.19,153.93,320.0,44.13,1
China,2018,Frozen Food,3072.0499999999993,3486.720000000001,93.1,509.61,54.15,0
France,2019,Beverages,18698.62,20495.74,199.8,245.4,35.1,0
South Korea,2020,Meat & Seafood,33887.03,32310.06,104.43,426.96,37.42,1
Mexico,2024,Beverages,12211.81,11994.85,66.66,1324.92,52.25,0
Italy,2022,Frozen Food,38347.96,41285.16,72.47,506.24,59.52,1
Mexico,2018,Frozen Food,21201.55,19115.21,52.05,542.78,33.3,0
South Africa,2021,Dairy Products,607.8899999999994,612.1100000000006,136.62,129.37,41.94,0
Russia,2020,Dairy Products,35936.68,30314.9,140.07,78.16,39.7,1
Germany,2020,Prepared Food,19452.21,23192.66,175.7,445.83,50.32,0
Italy,2023,Dairy Products,37128.77,31765.22,93.57,671.42,62.43,1
Spain,2019,Fruits & Vegetables,45845.58,43305.89,53.95,1280.09,59.84,1
Mexico,2023,Meat & Seafood,8534.59,8703.64,43.65,487.73,56.02,0
Argentina,2021,Dairy Products,20087.93,23773.4,59.64,957.49,34.0,0
Brazil,2018,Grains & Cereals,15663.37,12969.3,45.44,1120.22,43.23,0
India,2019,Frozen Food,21755.05,19070.82,145.7,1224.2,44.11,0
USA,2024,Fruits & Vegetables,17611.63,18603.78,142.77,154.37,68.38,0
Mexico,2022,Bakery Items,22620.3,21652.05,138.18,665.27,42.14,0
Italy,2023,Fruits & Vegetables,16001.7,17823.32,107.75,755.37,60.5,0
India,2018,Dairy Products,2912.8499999999985,2730.0,143.47,368.9,36.11,0
Mexico,2021,Fruits & Vegetables,24341.89,20010.29,79.66,1122.45,31.99,0
UK,2022,Beverages,21153.26,21898.79,144.72,1168.57,46.53,0
Turkey,2021,Fruits & Vegetables,16980.14,14139.82,156.05,1005.22,50.46,0
Japan,2021,Meat & Seafood,39094.08,37554.85,60.22,782.57,47.73,1
Spain,2022,Frozen Food,10883.89,12004.85,77.59,687.98,39.44,0
USA,2020,Fruits & Vegetables,33202.63,31071.35,177.83,446.38,53.95,1
India,2022,Prepared Food,17404.36,16904.52,94.17,825.6,57.59,0
Japan,2018,Grains & Cereals,33314.43,27333.06,145.56,1053.59,36.18,1
Italy,2020,Grains & Cereals,21911.61,21742.45,31.31,637.73,49.59,0
Turkey,2020,Dairy Products,38769.45,39650.62,32.62,1091.58,67.0,1
USA,2023,Frozen Food,20356.45,21635.28,32.2,928.58,65.99,0
Indonesia,2020,Meat & Seafood,2485.7999999999993,2257.380000000001,196.31,930.59,35.06,0
Turkey,2019,Dairy Products,17005.27,16808.36,79.33,665.99,67.6,0
Canada,2024,Fruits & Vegetables,30718.53,30692.35,71.42,131.67,41.46,1
Canada,2021,Beverages,14187.7,12177.46,182.9,571.63,46.76,0
Indonesia,2023,Beverages,23321.82,26952.6,133.44,735.15,40.47,0
South Korea,2022,Fruits & Vegetables,20115.81,21021.75,124.74,33.52,60.25,0
South Africa,2020,Beverages,32024.64,30790.83,84.91,1389.61,41.99,1
Saudi Arabia,2023,Bakery Items,48787.45,57469.17,111.93,919.52,40.95,1
Saudi Arabia,2020,Bakery Items,36925.48,31807.4,196.65,383.31,54.96,1
Russia,2020,Frozen Food,43274.46,44367.94,107.63,339.88,34.65,1
Spain,2020,Fruits & Vegetables,35824.19,39183.41,169.7,1180.32,32.76,1
Mexico,2024,Beverages,42070.19,44375.44,103.24,1127.86,36.38,1
Russia,2021,Prepared Food,1947.2700000000004,1969.9700000000012,176.55,637.49,59.29,0
Australia,2019,Frozen Food,24548.23,22927.99,23.63,256.24,55.55,0
India,2021,Bakery Items,19627.11,17656.79,146.52,126.74,60.39,0
France,2023,Fruits & Vegetables,15155.89,17812.77,95.41,1243.55,42.32,0
Japan,2019,Frozen Food,6031.18,5410.010000000002,31.36,273.19,44.74,0
Canada,2019,Beverages,37390.07,36986.97,53.46,928.69,56.13,1
South Korea,2019,Fruits & Vegetables,11625.88,11305.18,27.81,17.45,67.88,0
USA,2022,Dairy Products,31844.6,28277.58,168.62,779.34,39.78,1
USA,2022,Prepared Food,29791.77,34363.63,170.28,639.18,47.95,1
Russia,2022,Beverages,2849.619999999999,2986.540000000001,20.21,177.3,64.93,0
USA,2023,Meat & Seafood,16834.41,19328.03,50.06,1187.4,56.01,0
Spain,2023,Prepared Food,23852.66,27457.11,41.4,170.52,40.6,1
USA,2018,Beverages,41121.8,37089.42,134.05,494.02,59.13,1
China,2021,Grains & Cereals,15544.31,14550.89,104.67,378.06,61.15,0
Japan,2019,Fruits & Vegetables,47699.32,50363.8,198.64,300.52,48.6,1
India,2020,Fruits & Vegetables,1204.7299999999996,1259.6699999999983,135.47,495.6,39.25,0
China,2020,Prepared Food,8043.25,9336.340000000002,41.03,1208.62,69.47,0
South Korea,2022,Frozen Food,1035.7200000000012,984.880000000001,37.01,1166.98,53.83,0
Argentina,2021,Grains & Cereals,9253.38,8607.669999999998,48.57,569.01,59.89,0
South Africa,2024,Meat & Seafood,33622.66,37639.57,150.86,76.83,41.28,1
Australia,2022,Prepared Food,31651.36,26405.59,67.6,884.79,65.7,1
Saudi Arabia,2020,Frozen Food,17989.06,20475.61,195.8,400.75,39.98,0
Germany,2018,Meat & Seafood,18095.43,21226.57,166.18,1100.61,69.59,0
India,2022,Bakery Items,22099.49,18873.66,175.5,1277.99,60.29,0
Australia,2024,Bakery Items,48239.94,50223.97,158.2,1032.6,42.16,1
Australia,2019,Frozen Food,49902.88,53795.1,114.38,1286.43,57.74,1
South Korea,2021,Prepared Food,13833.6,14947.19,193.72,762.08,67.73,0
Italy,2020,Prepared Food,28246.37,27153.02,93.73,1265.16,62.57,1
Australia,2023,Fruits & Vegetables,24162.4,19831.43,177.6,1092.63,39.72,0
Russia,2020,Frozen Food,40155.35,47142.53,156.7,78.32,30.64,1
UK,2018,Frozen Food,26004.03,25273.67,67.07,166.31,42.13,1
